country,method,gap_LE,gULE_ADL,gNHLE_ADL,gULE_CHR,gNHLE_CHR,gULE_GALI,gNHLE_GALI,gULE_SR,gNHLE_SR
AUT,Sullivan,3.976257677740602,1.6346440348130198,-2.341613642927584,4.228652793360098,0.2523951156194997,2.9689905578905096,-1.0072671198500913,2.489856453798799,-1.4864012239418045
BEL,Sullivan,3.9482535406363013,2.74691126758256,-1.20134227305374,3.9841138969830006,0.035860356346702815,2.1262775136469,-1.8219760269894003,2.2362592009453586,-1.7119943396909463
BGR,Sullivan,5.7299840825535,1.5540191375242403,-4.175964945029257,6.0544369943698015,0.32445291181630864,1.6186936737136195,-4.111290408839878,4.627960859478231,-1.1020232230752711
CHE,Sullivan,3.4362784957708996,0.7833811811679903,-2.6528973146029102,-1.0122568406608998,-4.448535336431796,-0.9136085618174894,-4.34988705758839,0.81797846758636,-2.6183000281845423
CZE,Sullivan,4.946148995665702,1.2835154451796194,-3.6626335504860776,3.798107370054499,-1.1480416256111994,0.91956309968666,-4.026585895979039,2.4065831362254997,-2.539565859440202
DEUTNP,Sullivan,4.160294600616702,1.60030662584118,-2.5599879747755168,3.3376154700921994,-0.8226791305244987,2.1003533489078094,-2.059941251708892,3.2166740721672014,-0.9436205284495003
DNK,Sullivan,3.4166728429147,0.32531142939125024,-3.091361413523451,3.2228723036758993,-0.1938005392387936,1.3886184559634,-2.028054386951297,2.2902820227055205,-1.1263908202091741
ESP,Sullivan,4.915189470514903,0.5516676551200996,-4.3635218153948045,3.164664717300102,-1.7505247532148047,2.2420157340368303,-2.6731737364780734,5.676828761432599,0.7616392909176994
EST,Sullivan,7.041912034947,1.98993604032612,-5.051975994620882,6.7343496734564,-0.30756236149061067,2.35845489583677,-4.6834571391102315,5.518224591542602,-1.5236874434043983
FIN,Sullivan,4.568173579522703,1.0824415942387002,-3.485731985284005,3.8734893556240984,-0.6946842238986051,0.4481108865677399,-4.12006269295496,1.4391487598322996,-3.1290248196904002
FRATNP,Sullivan,5.054768851189603,1.4077074456761798,-3.6470614055134263,5.438226063280801,0.3834572120912014,1.1007901267928402,-3.9539787243967623,2.6105278190534005,-2.4442410321362047
GRC,Sullivan,4.2297448400866,1.4022485906306699,-2.8274962494559297,5.212845956446902,0.9831011163603023,1.2371333537208098,-2.9926114863657887,4.16583507231787,-0.06390976776872748
HRV,Sullivan,5.039347416735097,1.9409734949176398,-3.098373921817455,5.694900194043001,0.6555527773079035,1.5735060094505,-3.4658414072846,4.389554044482299,-0.6497933722527947
HUN,Sullivan,5.869991332006002,1.1989168705146,-4.671074461491408,8.6598427144473,2.7898513824412987,2.8344526779767896,-3.0355386540292173,7.3749766489462,1.5049853169401999
ITA,Sullivan,3.8421618002649964,2.68078948048193,-1.1613723197830659,4.249002337828298,0.40684053756330485,2.0349798972907998,-1.8071819029741967,5.263233898103099,1.4210720978381062
LTU,Sullivan,7.457161892851399,2.535305133759,-4.921856759092407,8.3952459684707,0.9380840756192939,1.3457454647654004,-6.111416428086002,7.0258643492893,-0.4312975435621098
LUX,Sullivan,3.6451519954378995,0.19044676176289999,-3.454705233675,3.2753772918507984,-0.3697747035871046,0.7383936191285603,-2.906758376309341,3.195598625712499,-0.4495533697254004
LVA,Sullivan,7.4597757459983,2.3190724033112105,-5.14070334268709,8.434356399339901,0.9745806533415973,1.5333190318661996,-5.926456714132101,7.651531831967798,0.19175608596949445
POL,Sullivan,6.1621009830118965,1.83287312380453,-4.329227859207364,6.919545846519398,0.7574448635075015,2.2646606718067703,-3.8974403112051235,4.5346294876539,-1.6274714953579945
PRT,Sullivan,5.1436380172402,3.82910621342958,-1.3145318038106169,8.0263485250106,2.8827105077703976,2.69346965271781,-2.4501683645223906,7.902651407874801,2.7590133906345997
SVK,Sullivan,5.688352492059302,1.9143125247675,-3.7740399672918024,7.9127491020646,2.2243966100053,2.6337315917833903,-3.054620900275914,5.00950192651943,-0.678850565539868
SVN,Sullivan,5.045469076582698,0.5076831647367199,-4.537785911845976,4.813323622963598,-0.2321454536191041,1.4754942430235207,-3.569974833559179,2.721422197444099,-2.3240468791385993
SWE,Sullivan,2.7548741626431053,0.6096594616456299,-2.1452147009974745,2.9456628984545006,0.19078873581139533,1.8085907232993303,-0.9462834393437731,2.600198218529581,-0.15467594411352792
AUT,CAL,4.024208229690895,1.6477195348626297,-2.376488694828268,4.2661592841879,0.24195105449700094,2.98072224457321,-1.043485985117691,2.5106727769099013,-1.5135354527809923
BEL,CAL,4.029675120590603,2.74338959465349,-1.2862855259371138,4.051312262070798,0.021637141480191247,2.13326027265685,-1.8964148479337553,2.253744886773241,-1.7759302338173626
BGR,CAL,5.778128578352099,1.5494576157941302,-4.228670962557963,6.085366252106102,0.30723767375400257,1.6119902706512796,-4.16613830770082,4.6322283423248205,-1.1459002360272805
CHE,CAL,3.3817338048555996,0.7537592660285903,-2.6279745388270115,-1.0528124044225002,-4.434546209278096,-0.9302369653926394,-4.311970770248237,0.7890137102800994,-2.5927200945754976
CZE,CAL,4.9494586661868,1.2879275224533102,-3.661531143733491,3.800996410825899,-1.1484622553608972,0.9213439433860993,-4.0281147228007015,2.4127230192611098,-2.536735646925692
DEUTNP,CAL,4.193317350268099,1.5941403355309505,-2.599177014737151,3.3596601798825,-0.8336571703856066,2.091943344463231,-2.101374005804864,3.2148841705443,-0.978433179723794
DNK,CAL,3.4002965999734975,0.32967766496497,-3.070618935008529,3.205918195165701,-0.1943784048078001,1.3830509713022097,-2.017245628671283,2.2848943748478305,-1.1154022251256706
ESP,CAL,5.0203761530882005,0.5959995688942801,-4.424376584193919,3.259125066984197,-1.7612510861040107,2.26369223717945,-2.756683915908752,5.742038065025499,0.7216619119372965
EST,CAL,7.295537289498903,2.0493300961406202,-5.246207193358284,6.9495322732443015,-0.3460050162546082,2.46086862645421,-4.834668663044695,5.7234957852605,-1.5720415042384062
FIN,CAL,4.640694146921103,1.0786956069061802,-3.5619985400149226,3.923014497477901,-0.7176796494431983,0.4619225209020996,-4.1787716260189995,1.487047865468,-3.1536462814531063
FRATNP,CAL,5.122669991813098,1.4161415304251403,-3.7065284613879577,5.4959978235283025,0.37332783171520845,1.11752018973226,-4.005149802080837,2.6437602601143,-2.478909731698792
GRC,CAL,4.252737292013201,1.43059086549584,-2.82214642651736,5.233423505480101,0.9806862134669032,1.261695188206,-2.9910421038071995,4.210071246969219,-0.042666045043986855
HUN,CAL,5.9438443184346,1.22086775938508,-4.7229765590495205,8.723383101057198,2.779538782622595,2.85529869642607,-3.0885456220085317,7.4285956047722,1.4847512863375982
ITA,CAL,3.8776262913952024,2.7012464032013903,-1.1763798881938108,4.284314949936903,0.40668865854169667,2.05344766580098,-1.824178625594218,5.294811702918999,1.4171854115237892
LTU,CAL,7.709729659541001,2.57218652232498,-5.137543137216021,8.5996645297338,0.8899348701928034,1.3910499677713792,-6.318679691769617,7.171045948567102,-0.5386837109738991
LUX,CAL,4.125536870368702,0.25265080031509957,-3.872886070053603,3.7191148929994,-0.4064219773692983,0.8503037838557201,-3.2752330865129835,3.4214774125417993,-0.7040594578269079
LVA,CAL,7.513805524257901,2.33069782043909,-5.183107703818813,8.480433138971698,0.9666276147138007,1.54642800190063,-5.967377522357275,7.692914801758301,0.17910927750039463
POL,CAL,6.221647714173098,1.8397245161887201,-4.381923197984378,6.968146374201098,0.7464986600280099,2.2756347894421607,-3.9460129247309297,4.571478038071,-1.6501696761020952
PRT,CAL,5.195499395081299,3.79256795352158,-1.4029314415597227,8.0838299990803,2.8883306039990018,2.6692389656218403,-2.5262604294594553,7.875358104035499,2.6798587089541996
SVK,CAL,5.6258494619006,1.8533422930955097,-3.772507168805088,7.822176674816202,2.196327212915598,2.58068728663745,-3.045162175263151,4.95163514654484,-0.6742143153557549
SVN,CAL,5.009012731436698,0.50010509302941,-4.508907638407287,4.7850111189491,-0.22400161248759787,1.4591367067782501,-3.5498760246584453,2.701370974965201,-2.3076417564714973
SWE,CAL,2.8432158459023995,0.6246143084014899,-2.218601537500909,3.016682145195503,0.17346629929310353,1.8238438425063999,-1.0193720033960005,2.6269538786848496,-0.2162619672175481
AUT,Multistate,3.976257677740602,1.16133965204118,-2.81491802569942,5.075541451035903,1.0992837732952978,3.3489281614248902,-0.6273295163157115,2.3816550982890003,-1.5946025794515961
BEL,Multistate,3.9482535406363013,1.9673526575882403,-1.980900883048058,2.913004188433799,-1.0352493522024986,1.8325186207445503,-2.11573491989175,0.08617884179360047,-3.8620746988426973
CZE,Multistate,4.946148995665702,0.74939316194402,-4.196755833721685,3.8898244493281986,-1.0563245463374997,1.18741302430925,-3.7587359713564474,2.0518741298133003,-2.8942748658524025
DEUTNP,Multistate,4.160294600616702,0.40958133275790987,-3.750713267858792,1.8973290873621025,-2.262965513254599,1.3775193731771198,-2.782775227439579,1.7452437075704008,-2.415050893046299
DNK,Multistate,3.4166728429147,0.06085170426882991,-3.3558211386458723,1.857654892716603,-1.559017950198097,0.9769715633585903,-2.439701279556111,2.5073395985931306,-0.9093332443215729
ESP,Multistate,4.915189470514903,4.02846651870874,-0.8867229518061635,4.8963294672924,-0.0188600032224997,2.3374086214311003,-2.5777808490838012,4.1980584149238,-0.7171310555910964
EST,Multistate,7.041912034947,1.7590526483146398,-5.282859386632367,5.559870791417399,-1.4820412435296006,2.7565348998194494,-4.285377135127554,5.818470875731901,-1.2234411592151062
FRATNP,Multistate,5.054768851189603,1.3085653945641198,-3.74620345662548,5.260216393699501,0.20544754250989428,0.7405164914552298,-4.314252359734375,2.6138511087578014,-2.4409177424318003
GRC,Multistate,4.2297448400866,0.9965649568083101,-3.2331798832782894,5.8167663043359,1.5870214642492968,1.2669518286099002,-2.962793011476702,2.9637440863074307,-1.2660007537791742
HRV,Multistate,5.039347416735097,1.6078446035209404,-3.431502813214152,4.196890796799,-0.842456619936101,1.6509209871903403,-3.388426429544758,3.951703850038701,-1.0876435666964
ITA,Multistate,3.8421618002649964,2.35907451317186,-1.4830872870931344,5.320693125766702,1.4785313255017059,2.2197541691885503,-1.6224076310764488,4.515210668137401,0.6730488678724029
POL,Multistate,6.1621009830118965,1.25977200497519,-4.9023289780367065,5.160080176144401,-1.0020208068674918,0.6077532064580797,-5.5543477765538185,2.6135202869940013,-3.5485806960178934
SWE,Multistate,2.7548741626431053,0.00507928224046017,-2.7497948804026464,1.802199592803003,-0.9526745698400987,1.84092723097198,-0.9139469316711235,1.0630777407242196,-1.6917964219188875
